Zm00001d052405	0.281340146	0.265878197	0.228854465	0.188683523	0.166136574	0.169205063	0.204481	0.2907738	0.328491211	0.619098085	0.881783033	0.381265544	0.989502781	0.281340146	0.171607591	0.245110586	0.205120592	0.319362747	0.308517785	2.861201404	3.450410568	1.281435273	1.8805532	2.046819806	1.93520157	1.622828908
Zm00001d010987	3.601149756	4.654396877	6.355463494	9.453695808	14.61460736	13.41576261	15.9261	15.39183587	14.49367845	8.956457895	7.827425214	6.952787366	4.734747162	3.601149756	6.769837414	24.89752651	28.56112923	24.76275217	21.8055608	27.25090545	14.32015793	13.06388096	11.3939143	9.119355933	6.517419789	10.6078652
Zm00001d032144	0	0	0.016258192	0.007351087	0.166912538	0.118506278	0.245381	0.250033851	0.54749085	0.237849351	0.140511226	0.066781821	0.154099232	0	0.021053115	0.325055132	0.035155307	0.499878563	1.832161335	0.892280803	1.122684267	8.211602442	4.460176673	1.624289711	0.698563676	0.936467278
Zm00001d024468	12.91813357	11.63930378	15.42048473	16.65667785	19.60033178	34.87714368	24.3861	26.48761384	25.31529922	21.472438	23.33985708	22.45683036	21.58082216	12.91813357	18.07391405	19.67264894	26.27462897	26.28900731	26.15097372	21.81373841	24.0209242	19.92715333	22.76667654	21.10791673	23.3035889	17.50996651
Zm00001d018050	14.94834641	7.172601395	8.191820493	14.47006774	14.20853136	6.639120469	18.1993	19.82011371	19.0804513	12.36844336	11.24774656	12.74938361	12.82076796	14.94834641	17.69918585	13.78595005	15.88026037	13.05925681	12.66977549	10.09473214	12.0117758	8.965095354	9.749704693	11.33521465	11.6870165	10.81151336
Zm00001d020540	0.021148608	0.09598572	0.063556982	0.106723301	0.112625374	0.079209546	0.164313	0.104309391	0.136444326	0.408162619	0.517214691	0.39936672	0.987807218	0.021148608	0.023255414	0.061173962	0.05706762	0.029527042	0.097148194	0.438562289	0.421982019	0.529830888	0.302724153	0.543562672	1.578958844	2.527787857
Zm00001d028919	1.000469895	1.802036919	1.77848374	0.901531924	0.643217589	0.708176568	0.491941	0.370141086	0.319406951	0.292299512	0.27124253	0.084507836	0.320261179	1.000469895	2.356460639	2.073592875	1.138809344	0.687267968	0.596557913	0.273708717	0.223063325	0.139336001	0.144478701	0.104520714	0.099723676	0.042258013
Zm00001d002025	247.1264806	378.4948906	311.7769229	197.2513252	126.2405776	202.4637751	153.158	238.4082589	203.7251741	64.56708632	63.46238764	27.84235921	22.52180659	247.1264806	245.1921108	176.0421073	154.7148296	175.4739137	128.8101776	67.37353327	83.08861985	38.16546752	16.30354446	12.76637942	11.83988349	19.47186552
Zm00001d027878	3.660234187	7.572086669	7.992441013	5.697822689	12.9844745	21.97151098	17.7277	19.76485761	14.6501863	17.77829913	12.65387147	2.826150919	12.3379013	3.660234187	12.61402896	14.52048888	17.03171753	21.76957819	22.98455396	7.568497166	7.697402364	6.093440394	6.355346064	4.528733409	3.195557475	1.302164682
Zm00001d034204	1.33002482	3.241376458	3.017187446	1.4777442	5.176084694	8.046958928	10.8555	12.80290063	9.780534275	22.26538113	17.3853581	5.360971144	8.438581911	1.33002482	1.226158	1.60862164	0.849679148	7.105639135	6.806850361	4.313453057	4.199052853	17.38463077	11.00199669	8.372073153	4.325223644	8.387028989
Zm00001d007840	48.74825943	94.21614238	67.57728027	45.87513472	36.97283152	34.4637422	31.631	29.27108793	24.32892861	30.26639241	23.54687659	10.73168192	10.76787379	48.74825943	19.73540511	20.17798957	10.5878858	32.91414584	19.02088283	11.29717889	5.570605806	26.67167496	20.41141048	16.56639566	11.89713993	13.54076597
Zm00001d018731	12.65392306	27.49864841	20.63640216	10.93428939	18.30377871	29.82721141	34.8571	38.52430348	31.98502864	43.81611636	38.51763352	16.22549118	20.27787205	12.65392306	3.812201276	2.694729224	1.378544478	14.23813103	8.677019805	10.66298994	3.629193593	33.91113579	24.36830222	20.70077213	11.66097087	19.40809794
Zm00001d048004	5.432046405	9.439313789	7.497184889	4.233349443	8.182176457	24.83776122	19.8536	16.44907617	12.48980061	23.96902809	22.90389468	9.297988719	10.70963492	5.432046405	3.385408822	5.432168475	3.622120867	27.32722423	20.76042085	9.966738292	9.128531413	16.54698302	14.7178108	14.21109328	11.29677159	8.460519855
Zm00001d034629	6.851146484	10.64258132	9.201519495	6.917061292	9.742047478	14.46637072	14.6129	11.70369894	12.69218856	19.15994087	16.71084826	10.32196163	15.42540442	6.851146484	6.001756631	8.64338922	9.67362297	13.73080009	12.18994111	27.95505051	25.58301776	22.97187448	25.8673012	25.45683914	24.4725653	30.71883496
Zm00001d026448	0.199494162	0.409069072	0.229205022	0.215316078	0.359786496	0.800790294	0.64521	0.658533265	0.571129927	0.586532315	0.569117811	0.301166889	0.52452062	0.199494162	0.559900784	0.381427634	0.275808954	0.621931865	0.410731144	0.20747682	0.243789063	0.710243158	0.580534751	0.732524348	1.346229568	4.5340487
Zm00001d002075	0.728085812	1.057834969	0.963752517	1.011759095	2.332690487	4.035398938	3.92388	3.374039239	3.074317289	5.624627388	4.913377745	3.033806592	3.499208813	0.728085812	1.170261044	1.698696667	1.76648953	4.55688166	3.92530873	2.916757084	2.592884813	5.793356421	6.561136667	6.412561005	6.37863063	7.79792874
Zm00001d035512	19.47550526	23.90854552	22.16508251	26.94604787	46.0818546	48.78544922	47.7326	47.88948534	49.89043386	28.60703691	24.34280029	20.43964128	22.56161544	19.47550526	25.93214364	73.82930573	65.52602948	64.36911235	54.93051871	90.94271491	52.68587186	31.06642727	29.52157287	24.60111884	24.78555249	36.8489914
Zm00001d019230	6.033157318	9.325795135	7.762700765	5.957561107	7.268894039	9.566035091	8.74371	6.530793214	6.157779667	11.12660311	9.119872097	3.17448887	8.920669241	6.033157318	7.37427568	10.55042877	13.24052066	10.92994749	10.65427181	14.23394899	13.65663217	14.08485557	16.01256362	14.44523502	14.94623742	20.56489293
Zm00001d046621	0.305819663	0.62579422	0.473814222	0.196731607	0.441107345	0.879911369	1.37624	1.26221758	2.098762007	6.145597843	7.48080587	3.30284461	5.159817261	0.305819663	0.119588147	0.314664287	0.100801631	0.439781777	0.983877479	1.367828038	1.469423276	8.009574505	8.572452179	11.06323624	11.31391555	12.37795132
Zm00001d042492	0.109912339	0.004234967	0.382367275	0.318480213	0.619274406	0.364628681	1.49319	0.114275223	0.483370058	0.488708008	0.649682118	0.002507521	0.036291879	0.109912339	1.839388936	7.65731094	9.595959759	0.162498446	0.24061801	10.30151465	4.303568287	0.33498867	0.315061741	0.036652644	0.031964037	0.241456724
Zm00001d017207	1.726259695	0.184608389	1.696869613	3.44316571	1.497186681	1.627504239	4.28007	0.27021583	3.14778731	1.182508577	1.759916342	0.035955105	0.067573845	1.726259695	20.65682199	35.76018031	29.00756903	0.279579388	0.399320961	31.00261891	15.98701871	1.029801817	0.770340433	0.095982323	0.033151036	0.420310004
